Available for sale from Priscilla Fowler Fine Art,Chelsea Rust,Takeshitadori (2015-2019),,Colored Pencil on Cold-Pressed Vellum,", ",,2015-2019,1500
Available for sale from Priscilla Fowler Fine Art,Chris Standora,Paul,2018,"Oil on canvas, 29 × ",,,2018,1300
Available for sale from Priscilla Fowler Fine Art,David Baird,Marbles (set of 24),2020,"Thermoplastic polymer, 3 × ",,,2020,195
Available for sale from Priscilla Fowler Fine Art,Ed Meese,The Poor Box,2018,"Lost wax cast bronze, 9 × ",,,2018,2200
Available for sale from Priscilla Fowler Fine Art,David Baird,Sticks (set of 24),2020,"Thermoplastic polymer, 3 × ",,,2020,195
Available for sale from Priscilla Fowler Fine Art,David Baird,Burning Coals #5 (ca. 2019),,Acrylic on paper,", ",,ca. 2019,795
Available for sale from Priscilla Fowler Fine Art,Linda Shaffer,Hopscotch (ca. 2021),,"Mixed Media, 12 × ",,,ca. 2021,325
Available for sale from Priscilla Fowler Fine Art,Ed Meese,Inside the Interior (ca. 2022),,Oil on Canvas,", ",,ca. 2022,4000
Available for sale from Priscilla Fowler Fine Art,Lisa Polonet,Underwater Dance (ca. 2021),,Metallic paper print,", ",,ca. 2021,225
Available for sale from Priscilla Fowler Fine Art,Lisa Polonet,Looking Thru Glass (ca. 2021),,Metal print,", ",,ca. 2021,135
Available for sale from Priscilla Fowler Fine Art,Hayden Senter,Temporary Becomes Tangible (ca. 2017),,Screenprint,", ",,ca. 2017,350
Available for sale from Priscilla Fowler Fine Art,Clarice Tara,Eat it too (ca. 2020),,"Human Hair, Vintage Wedding Dresses, 24 × ",,,ca. 2020,2700
Available for sale from Priscilla Fowler Fine Art,Jeff Fulmer,Western Columbine (ca. 2018),,Natural materials,", ",,ca. 2018,650
Available for sale from Priscilla Fowler Fine Art,Jeff Fulmer,Desert Coral (ca. 2018),,Acrylic paint on canvas,", ",,ca. 2018,1450
Available for sale from Priscilla Fowler Fine Art,Donald Corpier Starr,Day at the Beach,2018,Pastel,", ", ,2018,1995
Available for sale from Priscilla Fowler Fine Art,Rosanne Giacomini,Predecessor,2017,Natural materials,", ", ,2017,1100
Available for sale from Priscilla Fowler Fine Art,3 Baad Sheep,Challenger (ca. 2022),,Mixed media,", ",,ca. 2022,350
Available for sale from Priscilla Fowler Fine Art,David Baird,Tearing the Veil #6 (ca. 2019),,Mixed Media,", ",,ca. 2019,1200
Available for sale from Priscilla Fowler Fine Art,Ken Farkash,Tools of the Trade,2018,"Enamel and steel on wood panel, 15 1/2 × ",,,2018,325
Available for sale from Priscilla Fowler Fine Art,Ken Farkash,Dragon Tattoo,2019,"Enamel, oil, and steel on wood panel, 24 × ",,,2019,1300
Available for sale from Priscilla Fowler Fine Art,Ken Farkash,Blue Construction,2019,"Enamel and steel on wood panel, 9 × ",,,2019,325
Available for sale from Priscilla Fowler Fine Art,David Baird,Republic #2 (ca. 2019),,Mixed Media,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,David Baird,Burning Coals #1 (ca. 2019),,Acrylic on paper,", ",,ca. 2019,875
Available for sale from Priscilla Fowler Fine Art,Priscilla Fowler,Red Duo (ca. 2021),,Ink and acrylic on mylar,", ",,ca. 2021,1500
Available for sale from Priscilla Fowler Fine Art,David Baird,Dividing Line #2 (ca. 2019),,Mixed Media,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,Stephanie Serpick,Drawing 7,2010,"Pencil on paper, 25 ",,/,2010,650
Available for sale from Priscilla Fowler Fine Art,David Baird,tearing the veil #6 (ca. 202),,Mixed media,", ",,ca. 202,1450
Available for sale from Priscilla Fowler Fine Art,Scott Bauer,Shaded (ca. 2021),,Mixed Media on Canvas,", ",,ca. 2021,1500
Available for sale from Priscilla Fowler Fine Art,Virginia Derryberry,Lauren Flying Solo (ca. 2009),,Oil on Canvas,", ",,ca. 2009,7500
Available for sale from Priscilla Fowler Fine Art,David Baird,Living Stones #10,2020,"Wood, 12 × ",,,2020,650
Available for sale from Priscilla Fowler Fine Art,David Baird,Hot Mess #7 (ca. 2019),,Acrylic on Paper,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,David Baird,Burning Coals #4 (ca. 2019),,Acrylic on paper,", ",,ca. 2019,875
Available for sale from Priscilla Fowler Fine Art,Lolita Develay,Q - Celleration (ca. 2021),,Oil on Canvas,", ",,ca. 2021,7000
Available for sale from Priscilla Fowler Fine Art,Ken Farkash,Chemistry,2019,"Enamel and steel on wood panel, 57 × ",,,2019,4500
Available for sale from Priscilla Fowler Fine Art,David Baird,Angel #4 (ca. 2019),,"Wood, 42 × ",,,ca. 2019,3300
From Priscilla Fowler Fine Art,Don Lyle,Red Head,2019,"Wood, Copper, 11 × ",,,2019,490
Available for sale from Priscilla Fowler Fine Art,Chelsea Rust,The Glitz Nick (ca. 2018),,Mixed media,", ",,ca. 2018,3000
Available for sale from Priscilla Fowler Fine Art,David Baird,Color Study #6 (ca. 2019),,Collage on Paper,", ",,ca. 2019,215
Available for sale from Priscilla Fowler Fine Art,Hayden Senter,One Hundred Views (ca. 2017),,Screenprint,", ",,ca. 2017,350
Available for sale from Priscilla Fowler Fine Art,Jeff Fulmer,Steamboat Buckwheat (ca. 2018),,Acrylic paint on canvas,", ",,ca. 2018,650
Available for sale from Priscilla Fowler Fine Art,Brian Hoover,Lost in the Superstition Mountains,2022,"Oil on board, 24 × ",,,2022,2500
Available for sale from Priscilla Fowler Fine Art,Dray,At Ease (ca. 2022),,Acrylic on Paper,", ",,ca. 2022,900
Available for sale from Priscilla Fowler Fine Art,Linda Shaffer,Go Fish (ca. 2021),,"Mixed Media, 12 × ",,,ca. 2021,325
Available for sale from Priscilla Fowler Fine Art,Darien Fernandez,We Outside (ca. 2022),,Spray paint and oil on canvas,", ",,ca. 2022,1400
Available for sale from Priscilla Fowler Fine Art,Julian Eusebio,Koi IV (ca. 2019),,Oil on Canvas,", ",,ca. 2019,2592
Available for sale from Priscilla Fowler Fine Art,Rosanne Giacomini,Below the Surface (ca. 2016),,"Mixed media/found materials/fiber, 25 × ",,,ca. 2016,995
Available for sale from Priscilla Fowler Fine Art,William H. Thielen,Untitled No. 873 (freak show),2018,"Acrylic on canvas and tulle, 20 × ",,,2018,1900
Available for sale from Priscilla Fowler Fine Art,David Baird,Pizza Box #5,2021,"Cardboard and wood, 64 × ",,,2021,975
Available for sale from Priscilla Fowler Fine Art,David Baird,Pizza Box #4,2021,"Cardboard and wood, 38 × ",,,2021,850
Available for sale from Priscilla Fowler Fine Art,Lisa Polonet,Floating Dreams (ca. 2021),,Metal print,", ",,ca. 2021,225
Available for sale from Priscilla Fowler Fine Art,3 Baad Sheep,Your Drill Press (ca. 2018),,Mixed media,", ",,ca. 2018,400
Available for sale from Priscilla Fowler Fine Art,3 Baad Sheep,Perverted (ca. 2022),,Mixed media,", ",,ca. 2022,350
Available for sale from Priscilla Fowler Fine Art,Armand Thomas,Bay of Sunset (ca. 2021),,Original kodachrome slide to digital,", ",,ca. 2021,125
Available for sale from Priscilla Fowler Fine Art,David Baird,tearing the veil #8 (ca. 2021),,Mixed media,", ",,ca. 2021,1450
Available for sale from Priscilla Fowler Fine Art,Linda Shaffer,A Light In The Window (ca. 2021),,"Mixed Media, 12 × ",,,ca. 2021,325
Available for sale from Priscilla Fowler Fine Art,David Baird,for the birds #3 (ca. 2021),,Ink/pencil on paper,", ",,ca. 2021,220
From Priscilla Fowler Fine Art,Priscilla Fowler,Visceral Blooms (Hot) (ca. 2020),Ink and acrylic with resist on hand-trimmed watercolor paper,54 × 36 i…
From Priscilla Fowler Fine Art,Julie Tarsha,Toward an Open Sky (2020),Mixed media and acrylic on canvas,30 × 24 × 1 1/2 in
From Priscilla Fowler Fine Art,Don Lyle,Voyage (2019),Wood,10 1/2 × 11 1/2 × 17 1/4 in
From Priscilla Fowler Fine Art,Charles Livingston,Infinite Drawing Series 1/28/08 (2008),Micron pen on tracing paper,19 1/2 × 31 1/2 in
From Priscilla Fowler Fine Art,Priscilla Fowler,Rose Amoebas,Mylar,Acrylic Wash,Ink
